"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
11428,"Tornado Outbreak","X360",30,"Action","Konami Digital Entertainment",0.07,0,0,0.01,0.08
11429,"Pretty Rhythm Rainbow Live: Kira Kira My * Design","3DS",34,"Misc","Takara Tomy",0,0,0.08,0,0.08
11430,"Nobunaga's Ambition: Rise to Power","PS2",25,"Strategy","Tecmo Koei",0,0,0.08,0,0.08
11431,"FIFA Soccer 2003","GC",23,"Sports","Electronic Arts",0.06,0.02,0,0,0.08
11432,"Adventure Time: The Secret of the Nameless Kingdom","3DS",35,"Action","Little Orbit",0,0.07,0,0,0.08
11433,"Little League World Series Baseball: Double Play","DS",31,"Sports","Activision",0.08,0,0,0.01,0.08
11434,"DanceDanceRevolution","X360",32,"Simulation","Konami Digital Entertainment",0.08,0,0,0.01,0.08
11435,"3 in 1: Solitaire, Mahjong & Tangram","DS",31,"Misc","Deep Silver",0,0.07,0,0.01,0.08
11436,"Pop'n Music","Wii",30,"Misc","Konami Digital Entertainment",0.07,0,0,0.01,0.08
11437,"Outlaw Golf","GC",23,"Sports","TDK Mediactive",0.06,0.02,0,0,0.08
11438,"Worms: A Space Oddity","Wii",29,"Strategy","THQ",0.06,0.02,0,0.01,0.08
11439,"Steins;Gate: Hiyoku Renri no Darling","X360",32,"Adventure","5pb",0,0,0.08,0,0.08
11440,"Diego's Build & Rescue","DS",31,"Action","Take-Two Interactive",0.07,0,0,0.01,0.08
11441,"King's Field (Japan)","PS",15,"Role-Playing","From Software",0,0,0.08,0.01,0.08
11442,"Slam 'n Jam '96 featuring Magic & Kareem","PS",16,"Sports","Crystal Dynamics",0.04,0.03,0,0.01,0.08
11443,"Far Cry Vengeance","Wii",27,"Shooter","Ubisoft",0.06,0.01,0,0.01,0.08
11444,"Looney Tunes: Acme Arsenal","X360",28,"Action","Warner Bros. Interactive Entertainment",0.06,0.01,0,0.01,0.08
11445,"Samurai Shodown Sen","X360",30,"Fighting","Rising Star Games",0.07,0.01,0,0.01,0.08
11446,"Bangai-O Spirits","DS",29,"Shooter","D3Publisher",0.07,0,0,0.01,0.08
11447,"NASCAR The Game: Inside Line","PS3",33,"Racing","Activision",0.07,0,0,0.01,0.08
11448,"ToraDora Portable!","PSP",30,"Adventure","Namco Bandai Games",0,0,0.08,0,0.08
11449,"The Italian Job","XB",24,"Racing","Eidos Interactive",0.06,0.02,0,0,0.08
11450,"Smuggler's Run: Warzones","GC",23,"Misc","Take-Two Interactive",0.06,0.02,0,0,0.08
11451,"Kaidan Restaurant: Ura Menu 100-Sen","DS",31,"Misc","Namco Bandai Games",0,0,0.08,0,0.08
11452,"R/C Stunt Copter","PS",19,"Simulation","Interplay",0.04,0.03,0,0.01,0.08
11453,"Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B","DS",28,"Misc","Namco Bandai Games",0,0,0.08,0,0.08
11454,"Pac-Man and the Ghostly Adventures 2","3DS",35,"Adventure","Namco Bandai Games",0.03,0.05,0,0.01,0.08
11455,"Final Fantasy VI","PS",20,"Role-Playing","Sony Computer Entertainment",0,0,0.08,0.01,0.08
11456,"Horrid Henry's Horrid Adventure","DS",31,"Adventure","Asylum Entertainment",0,0.07,0,0.01,0.08
11457,"The Hidden","3DS",40,"Adventure","Unknown",0.08,0,0,0,0.08
11458,"Jikkyou Powerful Major League 2009","PS2",30,"Sports","Konami Digital Entertainment",0,0,0.08,0,0.08
11459,"Princess in Love","DS",30,"Simulation","DTP Entertainment",0.07,0,0,0.01,0.08
11460,"The Legend of Alon D'ar","PS2",22,"Role-Playing","Ubisoft",0.04,0.03,0,0.01,0.08
11461,"Space Channel 5 Special Edition","PS2",24,"Misc","Agetec",0.04,0.03,0,0.01,0.08
11462,"Cate West: The Vanishing Files","Wii",30,"Adventure","Oxygen Interactive",0.07,0,0,0.01,0.08
11463,"Jimmie Johnson's Anything With an Engine","Wii",32,"Racing","Konami Digital Entertainment",0.07,0,0,0.01,0.08
11464,"Black/Matrix","SAT",19,"Strategy","NEC Interchannel",0,0,0.08,0,0.08
11465,"Big Mutha Truckers","GC",24,"Racing","Empire Interactive",0.06,0.02,0,0,0.08
11466,"Wolfenstein: The Old Blood","PC",36,"Action","Bethesda Softworks",0,0.08,0,0,0.08
11467,"Qubed","X360",30,"Puzzle","Atari",0.07,0,0,0.01,0.08
11468,"The Sims 3: Fast Lane Stuff","PC",31,"Simulation","Electronic Arts",0.01,0.05,0,0.02,0.08
11469,"TrackMania DS","DS",29,"Racing","Focus Home Interactive",0.06,0.01,0,0.01,0.08
11470,"Junior Classic Books & Fairytales","DS",31,"Misc","GSP",0.06,0.01,0,0.01,0.08
11471,"The King of Fighters '96","PS",18,"Fighting","SNK",0,0,0.07,0.01,0.08
11472,"Prey the Stars","DS",29,"Action","Tecmo Koei",0.07,0,0,0.01,0.08
11473,"Knights Contract","X360",32,"Action","Namco Bandai Games",0.05,0.03,0,0.01,0.08
11474,"Chronicles of Mystery: The Secret Tree of Life","DS",32,"Adventure","City Interactive",0.03,0.04,0,0.01,0.08
11475,"Uta no Prince-Sama: All Star After Secret","PSP",36,"Action","Broccoli",0,0,0.08,0,0.08
11476,"The Space Bar","SAT",17,"Adventure","Sega",0,0,0.08,0,0.08
11477,"Bust-A-Move 2 Arcade Edition","N64",18,"Puzzle","Acclaim Entertainment",0.06,0.02,0,0,0.08
11478,"Knife Edge: NoseGunner","N64",19,"Shooter","Mitsui",0.06,0.02,0,0,0.08
11479,"Puzzle Chronicles","PSP",31,"Puzzle","Konami Digital Entertainment",0.07,0,0,0.01,0.08
11480,"Wetrix","N64",19,"Puzzle","Ocean",0.06,0.02,0,0,0.08
11481,"NHL Breakaway 99","N64",19,"Sports","Acclaim Entertainment",0.07,0.01,0,0,0.08
11482,"Tony Hawk's Pro Skater 3","N64",23,"Sports","Activision",0.06,0.02,0,0,0.08
11483,"Iggy's Reckin' Balls","N64",19,"Racing","Acclaim Entertainment",0.06,0.02,0,0,0.08
11484,"The Witch and the Hundred Knight","PS4",36,"Role-Playing","Nippon Ichi Software",0.02,0.01,0.05,0.01,0.08
11485,"Tomb Raider: Underworld","PC",29,"Action","Eidos Interactive",0,0.06,0,0.02,0.08
11486,"Samurai Western","PS2",25,"Action","505 Games",0.04,0.03,0,0.01,0.08
11487,"Warhammer 40,000: Dawn of War II - Retribution","PC",32,"Strategy","THQ",0,0.06,0,0.02,0.08
11488,"Line Rider 2: Unbound","DS",29,"Puzzle","Deep Silver",0.07,0,0,0.01,0.08
11489,"Earth Defense Force 2017","X360",27,"Action","D3Publisher",0.04,0.01,0.03,0,0.08
11490,"Persona 4: Arena Ultimax","X360",35,"Fighting","Atlus",0.06,0.01,0,0.01,0.08
11491,"Harry Potter and the Sorcerer's Stone","GC",24,"Action","Electronic Arts",0.06,0.02,0,0,0.08
11492,"High Heat Major League Baseball 2004","XB",24,"Sports","3DO",0.06,0.02,0,0,0.08
11493,"TimeSplitters: Future Perfect","GC",26,"Shooter","Electronic Arts",0.06,0.02,0,0,0.08
11494,"Ultimate Shooting Collection","Wii",29,"Shooter","Milestone",0.08,0,0,0,0.08
11495,"Kenshuui Tendo Dokuta","DS",25,"Simulation","Spike",0,0,0.08,0,0.08
11496,"Super Sentai Battle: Ranger Cross","Wii",32,"Action","Namco Bandai Games",0,0,0.08,0,0.08
11497,"Soul Bubbles","DS",29,"Puzzle","Eidos Interactive",0.05,0.02,0,0.01,0.08
11498,"Gradius III and IV","PS2",21,"Shooter","Konami Digital Entertainment",0.04,0.03,0,0.01,0.08
11499,"Pilot ni Narou! 2","PS2",22,"Simulation","Victor Interactive",0,0,0.08,0,0.08
11500,"AKB1/149: Love Election","PS3",34,"Adventure","Namco Bandai Games",0,0,0.08,0,0.08
11501,"Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama","PSP",32,"Strategy","Acquire",0,0,0.08,0,0.08
11502,"Man vs. Wild","PS3",31,"Action","Abylight",0.07,0,0,0.01,0.08
11503,"Incredible Crisis","PS",20,"Action","Titus",0.04,0.03,0,0.01,0.08
11504,"Midway Arcade Treasures 3","XB",26,"Misc","Midway Games",0.06,0.02,0,0,0.08
11505,"Witches & Vampires: The Secrets of Ashburry","DS",31,"Adventure","DTP Entertainment",0.05,0.02,0,0.01,0.08
11506,"The King of Fighters EX2: Howling Blood","GBA",23,"Fighting","Marvelous Interactive",0.06,0.02,0,0,0.08
11507,"Samurai Shodown III","NG",16,"Fighting","SNK",0,0,0.08,0,0.08
11508,"Disney's Meet the Robinsons","X360",28,"Action","Disney Interactive Studios",0.07,0,0,0.01,0.08
11509,"Cabela's North American Adventures","PS2",31,"Sports","Activision",0.04,0.03,0,0.01,0.08
11510,"Akiba's Trip Plus","PSP",33,"Adventure","Acquire",0,0,0.08,0,0.08
11511,"Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars","GBA",25,"Strategy","Nintendo",0,0,0.08,0,0.08
11512,"NBA 10: The Inside","PSP",30,"Sports","Sony Computer Entertainment",0.07,0,0,0.01,0.08
11513,"Jillian Michaels Fitness Ultimatum 2010","DS",30,"Sports","Majesco Entertainment",0.07,0,0,0.01,0.08
11514,"Dragon Ball Z: Battle of Z","X360",35,"Fighting","Namco Bandai Games",0.01,0.06,0,0.01,0.08
11515,"Silent Hunter III","PC",26,"Simulation","Ubisoft",0,0.07,0,0.01,0.08
11516,"Famicom Mini: Star Soldier","GBA",25,"Shooter","Nintendo",0,0,0.08,0,0.08
11517,"Sentimental Graffiti 2","DC",21,"Adventure","NEC Interchannel",0,0,0.08,0,0.08
11518,"Shonen Jump's One Piece: Pirates Carnival","GC",26,"Misc","Namco Bandai Games",0.06,0.02,0,0,0.08
11519,"Kobitodzukan: Kobito no Fushigi - Jikken Set","3DS",34,"Misc","Nippon Columbia",0,0,0.08,0,0.08
11520,"Goblin Commander: Unleash the Horde","XB",24,"Strategy","Jaleco",0.06,0.02,0,0,0.08
11521,"Serious Sam 3: BFE","PC",32,"Shooter","Mastertronic",0.01,0.05,0,0.01,0.08
11522,"MXGP 2","PS4",37,"Racing","Milestone S.r.l.",0.02,0.05,0,0.01,0.08
11523,"Doraemon: Nobita and the Island of Miracles","3DS",33,"Action","FuRyu",0,0,0.08,0,0.08
11524,"Puzzler Mind Gym 3D","3DS",32,"Puzzle","Ubisoft",0.07,0,0,0,0.08
11525,"Lost Dimension","PS3",35,"Role-Playing","Nippon Ichi Software",0.05,0.01,0,0.01,0.08
11526,"Sentimental Graffiti: First Window","SAT",18,"Adventure","NEC Interchannel",0,0,0.08,0,0.08
11527,"Gekijouban Madoka Magicka: The Battle Pentagram","PSV",34,"Action","Namco Bandai Games",0,0,0.08,0,0.08
11528,"Cartoon Network Collection: Game Boy Advance Video Volume 2","GBA",25,"Misc","N/A",0.06,0.02,0,0,0.08
11529,"Sherlock Holmes: Crimes & Punishments","XOne",35,"Adventure","Focus Home Interactive",0.03,0.04,0,0.01,0.08
11530,"Tempest 3X","PS",16,"Shooter","Interplay",0.04,0.03,0,0.01,0.08
11531,"A-Train","PS",16,"Simulation","Sony Computer Entertainment",0.02,0.01,0.04,0.01,0.08
11532,"Hidden Invasion","PS2",22,"Shooter","Swing! Entertainment",0.04,0.03,0,0.01,0.08
11533,"My Friends","DS",30,"Misc","Oxygen Interactive",0.07,0,0,0.01,0.08
11534,"World Series of Poker 2008: Battle for the Bracelets","X360",28,"Misc","Activision",0.06,0.01,0,0.01,0.08
11535,"Superman: Shadow of Apokolips","GC",24,"Action","Atari",0.06,0.02,0,0,0.08
11536,"Armored Core 3 Portable","PSP",30,"Simulation","From Software",0,0,0.08,0,0.08
11537,"Bleach: Erabareshi Tamashii","PS2",26,"Adventure","Sony Computer Entertainment",0,0,0.08,0,0.08
11538,"The Croods: Prehistoric Party!","DS",34,"Misc","D3Publisher",0.03,0.04,0,0.01,0.08
11539,"Sengoku Musou 3: Moushouden","Wii",32,"Action","Ackkstudios",0,0,0.08,0,0.08
11540,"Batman: Dark Tomorrow","GC",24,"Action","Kemco",0.06,0.02,0,0,0.08
11541,"Code Lyoko: Fall of X.A.N.A.","DS",29,"Adventure","Game Factory",0.07,0,0,0.01,0.08
11542,"Looney Tunes: Galactic Sports","PSV",36,"Action","Sony Computer Entertainment",0,0.06,0,0.02,0.08
11543,"Yuu Yuu Hakusho: Makyo Toitsusen","GEN",15,"Fighting","Sega",0,0,0.08,0,0.08
11544,"The First Templar","PC",32,"Action","Kalypso Media",0.06,0.01,0,0.01,0.08
11545,"Rock Revolution","Wii",40,"Misc","Unknown",0.07,0,0,0.01,0.08
11546,"Ogre Battle Series: Tactics Ogre","PS",18,"Role-Playing","Atlus",0.04,0.03,0,0.01,0.08
11547,"Little League World Series Baseball 2010","PS3",31,"Sports","Activision",0.07,0,0,0.01,0.08
11548,"Wordfish","DS",29,"Puzzle","Ubisoft",0.07,0,0,0.01,0.08
11549,"Battlestar Galactica","XB",24,"Shooter","Vivendi Games",0.06,0.02,0,0,0.08
11550,"Fireblade","XB",23,"Action","Midway Games",0.06,0.02,0,0,0.08
11551,"futureU: The Prep Game for SAT","DS",29,"Misc","Aspyr",0.07,0,0,0.01,0.08
11552,"BioShock The Collection","XOne",37,"Shooter","Take-Two Interactive",0.03,0.04,0,0.01,0.08
11553,"Johnny Test","DS",32,"Platform","505 Games",0.07,0,0,0.01,0.08
11554,"Just Dance: Disney Party 2","WiiU",36,"Action","Ubisoft",0.06,0.01,0,0.01,0.08
11555,"Tomb Raider: Legend","GC",27,"Action","Eidos Interactive",0.06,0.02,0,0,0.08
11556,"Boxing Fever","GBA",22,"Sports","THQ",0.06,0.02,0,0,0.08
11557,"RoadKill","XB",24,"Action","Midway Games",0.06,0.02,0,0,0.08
11558,"Discovery Kids: Spider Quest","DS",30,"Misc","505 Games",0.07,0,0,0.01,0.08
11559,"Valkyrie Drive: Bhikkhuni","PSV",36,"Action","PQube",0,0.01,0.07,0,0.08
11560,"Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki","PS2",28,"Action","Namco Bandai Games",0,0,0.08,0,0.08
11561,"7 Wonders of the Ancient World","PSP",28,"Puzzle","Mumbo Jumbo",0.07,0,0,0.01,0.08
11562,"New International Track & Field","DS",29,"Sports","Konami Digital Entertainment",0.07,0,0,0.01,0.08
11563,"Indycar Series 2005","XB",25,"Action","Codemasters",0.06,0.02,0,0,0.08
11564,"Final Fantasy XI: Vana'diel Collection 2008","PS2",28,"Role-Playing","Square Enix",0.03,0.03,0.01,0.01,0.08
11565,"Lost in Blue: Shipwrecked","Wii",29,"Adventure","Konami Digital Entertainment",0.07,0,0,0.01,0.08
11566,"Madden NFL 17","X360",37,"Sports","Electronic Arts",0.06,0.01,0,0.01,0.08
11567,"Taz Wanted","GC",23,"Platform","Atari",0.06,0.02,0,0,0.08
11568,"The Voice","X360",35,"Action","Activision",0.07,0,0,0.01,0.08
11569,"Penny Racers Party: Turbo-Q Speedway","Wii",29,"Racing","Takara Tomy",0.07,0,0,0.01,0.08
11570,"Skydiving Extreme","PS",22,"Sports","Banpresto",0.04,0.03,0,0.01,0.08
11571,"Evil Dead: Regeneration","XB",26,"Action","THQ",0.06,0.02,0,0,0.08
11572,"Need For Speed: Undercover","PC",29,"Racing","Electronic Arts",0,0.07,0,0.01,0.08
11573,"Dreamer Series: Shop Owner","DS",30,"Simulation","Deep Silver",0.07,0,0,0.01,0.08
11574,"Evolution Worlds","GC",23,"Role-Playing","Ubisoft",0.06,0.02,0,0,0.08
11575,"Dead Island: Riptide","PC",40,"Action","Deep Silver",0,0.07,0,0.01,0.08
11576,"Sherlock Holmes: Crimes & Punishments","PS3",35,"Adventure","Focus Home Interactive",0.03,0.04,0,0.01,0.08
11577,"Drama Queens","DS",30,"Misc","Majesco Entertainment",0.07,0,0,0.01,0.08
11578,"Motto! Stitch! DS Rhythm de Rakugaki Daisakusen","DS",31,"Misc","Disney Interactive Studios",0,0,0.08,0,0.08
11579,"Rapala Pro Bass Fishing 2010","PS2",31,"Sports","Activision",0.04,0.03,0,0.01,0.08
11580,"My First Songs","Wii",31,"Misc","Mindscape",0,0.07,0,0.01,0.08
11581,"Dungeon Travelers 2: The Royal Library & The Monster Seal","PSP",34,"Role-Playing","Aqua Plus",0,0,0.08,0,0.08
11582,"Ultimate Party Challenge","Wii",30,"Misc","Konami Digital Entertainment",0.07,0,0,0.01,0.08
11583,"Assassin's Creed Chronicles","PS4",37,"Action","Ubisoft",0.01,0.05,0.01,0.01,0.08
11584,"Scooby-Doo! Who's Watching Who?","PSP",27,"Adventure","THQ",0.07,0.01,0,0.01,0.08
11585,"Sub Rebellion","PS2",23,"Simulation","Metro 3D",0.04,0.03,0,0.01,0.08
11586,"Legend of the Guardians: The Owls of Ga'Hoole","PS3",31,"Action","Warner Bros. Interactive Entertainment",0.06,0.01,0,0.01,0.08
11587,"Striker 96","PS",16,"Sports","Time Warner Interactive",0.04,0.03,0,0.01,0.08
11588,"Tokimeki Memorial 4","PSP",30,"Adventure","Konami Digital Entertainment",0,0,0.08,0,0.08
11589,"Bleach: Heat the Soul 4","PSP",28,"Fighting","Sony Computer Entertainment",0,0,0.08,0,0.08
11590,"Pocket Dogs","GBA",25,"Misc","Agatsuma Entertainment",0.06,0.02,0,0,0.08
11591,"Real Robots Final Attack","PS",19,"Shooter","Banpresto",0,0,0.07,0.01,0.08
11592,"Minecraft: Story Mode","PC",36,"Adventure","Mojang",0.02,0.05,0,0.01,0.08
11593,"P.N.03 - Product Number Three","GC",24,"Shooter","Capcom",0.06,0.02,0,0,0.08
11594,"Samurai Warriors 2","X360",27,"Action","Tecmo Koei",0.07,0.01,0,0.01,0.08
11595,"Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​","PS3",28,"Adventure","Sony Computer Entertainment",0,0,0.08,0,0.08
11596,"Ape Escape: Pumped & Primed","PS2",25,"Misc","Sony Computer Entertainment",0.04,0.03,0,0.01,0.08
11597,"Alien Syndrome","PSP",28,"Role-Playing","Sega",0.07,0,0,0.01,0.08
11598,"Monster Trucks DS","DS",26,"Racing","Majesco Entertainment",0.07,0,0,0.01,0.08
11599,"FabStyle","DS",32,"Strategy","Tecmo Koei",0,0,0.08,0,0.08
11600,"Outlaw Tennis","PS2",26,"Sports","Global Star",0.04,0.03,0,0.01,0.08
11601,"Grease Dance","PS3",32,"Misc","505 Games",0.05,0.02,0,0.01,0.08
11602,"The Golf Club","PS4",35,"Sports","Unknown",0.05,0.02,0,0.01,0.08
11603,"Mission Runway","DS",29,"Simulation","Eidos Interactive",0.07,0.01,0,0.01,0.08
11604,"Agatha Christie: And Then There Were None","Wii",29,"Adventure","The Adventure Company",0.06,0.01,0,0.01,0.08
11605,"Rayman Origins","PC",33,"Platform","Ubisoft",0,0.06,0,0.01,0.08
11606,"Medabots Dual: Kabuto / Kuwagata","3DS",34,"Role-Playing","Rocket Company",0,0,0.08,0,0.08
11607,"We Sing Rock!","Wii",32,"Misc","Nordic Games",0,0.07,0,0.01,0.08
11608,"LEGO Soccer Mania","GBA",23,"Sports","Electronic Arts",0.06,0.02,0,0,0.08
11609,"Gunblade NY & L.A. Machineguns Arcade Hits Pack","Wii",31,"Shooter","Sega",0.06,0.01,0,0.01,0.08
11610,"Dawn of Heroes","DS",31,"Role-Playing","Majesco Entertainment",0.07,0,0,0,0.08
11611,"Imagine: My Restaurant","DS",30,"Simulation","Ubisoft",0,0.07,0,0.01,0.08
11612,"Gadget Racers","PS2",21,"Racing","Midas Interactive Entertainment",0.04,0.03,0,0.01,0.08
11613,"Phantasy Star Online Episode III: C.A.R.D. Revolution","GC",24,"Role-Playing","Sega",0.06,0.02,0,0,0.08
11614,"Nanashi no Game","DS",29,"Adventure","Square Enix",0,0,0.08,0,0.08
11615,"Bleach: Heat the Soul 7","PSP",31,"Fighting","Sony Computer Entertainment",0,0,0.08,0,0.08
11616,"Cosmic Family","Wii",28,"Misc","Ubisoft",0.07,0,0,0.01,0.08
11617,"Whac-A-Mole","DS",26,"Puzzle","Zoo Digital Publishing",0.07,0,0,0.01,0.08
11618,"Auto Destruct","PS",19,"Action","Electronic Arts",0.04,0.03,0,0.01,0.08
11619,"Backyard NFL Football '09","DS",29,"Sports","Atari",0.07,0,0,0.01,0.08
11620,"Terraria","3DS",37,"Action","505 Games",0,0.03,0.04,0,0.08
11621,"GOTHA: Ismailia Seneki","SAT",16,"Strategy","Sega",0,0,0.08,0,0.08
11622,"Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima","3DS",33,"Action","Namco Bandai Games",0,0,0.08,0,0.08
11623,"MLB Front Office Manager","PS3",30,"Sports","Take-Two Interactive",0.07,0,0,0.01,0.08
11624,"Ultimate Fighting Championship: Throwdown","GC",23,"Fighting","Ubisoft",0.06,0.02,0,0,0.08
11625,"Deep Fear","SAT",19,"Adventure","Sega",0,0,0.08,0,0.08
11626,"Skeleton Warriors","PS",17,"Platform","Virgin Interactive",0.04,0.03,0,0.01,0.08
11627,"Ford vs. Chevy","XB",26,"Racing","Global Star",0.06,0.02,0,0,0.08
11628,"Endgame","PS2",23,"Shooter","Empire Interactive",0.04,0.03,0,0.01,0.08
11629,"Dragon's Dogma Online","PS4",36,"Role-Playing","Capcom",0,0,0.08,0,0.08
11630,"The Dukes of Hazzard: Return of the General Lee","XB",25,"Racing","Ubisoft",0.06,0.02,0,0,0.08
11631,"Criminal Girls: Invite Only","PSP",31,"Role-Playing","Nippon Ichi Software",0,0,0.08,0,0.08
11632,"Ultimate Duck Hunting","Wii",30,"Sports","Zoo Digital Publishing",0.07,0,0,0.01,0.08
11633,"Virus","SAT",18,"Shooter","Hudson Soft",0,0,0.08,0,0.08
11634,"Jikkyou Powerful Pro Yakyuu Next","Wii",30,"Sports","Konami Digital Entertainment",0,0,0.08,0,0.08
11635,"WWE Crush Hour","GC",24,"Racing","THQ",0.06,0.02,0,0,0.08
11636,"Emily the Strange: Strangerous","DS",32,"Action","DTP Entertainment",0.04,0.03,0,0.01,0.08
11637,"Aliens in the Attic","Wii",30,"Action","Playlogic Game Factory",0.07,0,0,0.01,0.08
11638,"Dragon Shadow Spell","PS2",28,"Role-Playing","Flight-Plan",0,0,0.08,0,0.08
11639,"Daniel X: The Ultimate Power","DS",31,"Action","THQ",0.07,0,0,0.01,0.08
11640,"Sound Novel Tsukuru","SNES",17,"Misc","ASCII Entertainment",0,0,0.08,0,0.08
11641,"World Championship Poker: Deluxe Series","DS",26,"Misc","505 Games",0.07,0,0,0.01,0.08
11642,"Dragon Slayer: The Legend of Heroes","GEN",15,"Role-Playing","Sega",0,0,0.08,0,0.08
11643,"NHL Hitz 20-03","GC",23,"Sports","Midway Games",0.06,0.02,0,0,0.08
11644,"Momotarou Dentetsu 11","GC",23,"Misc","Hudson Soft",0,0,0.07,0,0.08
11645,"The Idolm@ster","X360",28,"Simulation","Namco Bandai Games",0,0,0.08,0,0.08
11646,"Infernal: Hell's Vengeance","X360",30,"Shooter","Playlogic Game Factory",0.06,0.01,0,0.01,0.08
11647,"Guilty Gear XX Slash","PS2",27,"Fighting","Sammy Corporation",0,0,0.08,0,0.08
11648,"Salon Superstar","DS",30,"Simulation","505 Games",0.07,0,0,0,0.08
11649,"Urban Reign","PS2",26,"Action","Namco Bandai Games",0.04,0.03,0,0.01,0.08
11650,"Super Robot Taisen Z Special Disc","PS2",30,"Misc","Namco Bandai Games",0,0,0.08,0,0.08
11651,"Slayers Royal 2","SAT",19,"Role-Playing","Kadokawa Shoten",0,0,0.08,0,0.08
11652,"Family Game Night 4: The Game Show","X360",32,"Misc","Electronic Arts",0.07,0,0,0.01,0.08
11653,"Resident Evil 3: Nemesis","GC",24,"Action","Capcom",0.06,0.02,0,0,0.08
11654,"All-Star Baseball 2004","GC",24,"Sports","Acclaim Entertainment",0.06,0.02,0,0,0.08
11655,"Madden NFL 08","GC",28,"Sports","Electronic Arts",0.06,0.02,0,0,0.08
11656,"Ro-Kyu-Bu!","PSP",32,"Adventure","Kadokawa Shoten",0,0,0.08,0,0.08
11657,"Frogger Beyond","XB",23,"Platform","Konami Digital Entertainment",0.06,0.02,0,0,0.08
11658,"Man vs. Wild","Wii",32,"Action","Crave Entertainment",0.07,0,0,0,0.08
11659,"Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!","DS",28,"Fighting","Takara Tomy",0,0,0.08,0,0.08
11660,"Stuart Little 3: Big Photo Adventure","PS2",26,"Platform","Sony Computer Entertainment",0.04,0.03,0,0.01,0.08
11661,"Ni Hao, Kai-lan: Super Game Day","PS2",30,"Misc","Take-Two Interactive",0.04,0.03,0,0.01,0.08
11662,"Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai","DS",29,"Fighting","Takara Tomy",0,0,0.08,0,0.08
11663,"Pro Yakyuu Famista DS 2010","DS",31,"Sports","Namco Bandai Games",0,0,0.08,0,0.08
11664,"Captain Tsubasa","PS2",27,"Sports","Namco Bandai Games",0,0,0.08,0,0.08
11665,"Pitfall: The Lost Expedition","GC",25,"Platform","Activision",0.06,0.02,0,0,0.08
11666,"Need for Speed Underground 2","PC",25,"Racing","Electronic Arts",0,0.06,0,0.01,0.08
11667,"No One Can Stop Mr. Domino!","PS",19,"Misc","JVC",0.04,0.03,0,0,0.08
11668,"Legend of the Guardians: The Owls of Ga'Hoole","X360",31,"Action","Warner Bros. Interactive Entertainment",0.06,0.01,0,0.01,0.08
11669,"GT Advance 3: Pro Concept Racing","GBA",23,"Racing","THQ",0.05,0.02,0,0,0.08
11670,"PQ: Practical Intelligence Quotient","PSP",26,"Puzzle","D3Publisher",0.07,0,0,0.01,0.08
11671,"Duke Nukem: Land of the Babes","PS",21,"Shooter","Atari",0.04,0.03,0,0,0.08
11672,"Majin Tensei","SNES",15,"Role-Playing","Atlus",0,0,0.08,0,0.08
11673,"Dragon Force II: Kamisarishi Daichi ni","SAT",19,"Strategy","Sega",0,0,0.08,0,0.08
11674,"Pac-Man World 3","PSP",26,"Platform","Namco Bandai Games",0.07,0,0,0.01,0.08
11675,"Monkey Hero","PS",19,"Action","Take-Two Interactive",0.04,0.03,0,0,0.08
11676,"Tokyo Beat Down","DS",29,"Action","Success",0.07,0,0,0.01,0.08
11677,"Krazy Ivan","PS",16,"Simulation","Psygnosis",0.04,0.03,0,0,0.08
11678,"Need for Speed: Most Wanted","PC",33,"Racing","Electronic Arts",0,0.06,0,0.02,0.08
11679,"Quo Vadis","SAT",16,"Strategy","Glams",0,0,0.08,0,0.08
11680,"The Lord of the Rings: The Battle for Middle-Earth","PC",25,"Strategy","Electronic Arts",0.01,0.06,0,0.01,0.08
11681,"The Legend of Kage 2","DS",29,"Action","Square Enix",0.07,0,0,0,0.08
11682,"Fate/Tiger Colosseum","PSP",28,"Fighting","Capcom",0,0,0.08,0,0.08
11683,"World Party Games","Wii",30,"Misc","505 Games",0.07,0,0,0.01,0.08
11684,"Samurai Warriors Chronicles 3","3DS",35,"Action","Tecmo Koei",0,0,0.08,0,0.08
11685,"Open Season","PSP",27,"Platform","Ubisoft",0.07,0,0,0.01,0.08
11686,"Animal Kingdom: Wildlife Expedition","Wii",30,"Adventure","Natsume",0.07,0,0,0.01,0.08
11687,"Brothers in Arms: Furious 4","PS3",33,"Shooter","Ubisoft",0.01,0.05,0,0.02,0.08
11688,"Rogue Trooper: Quartz Zone Massacre","Wii",30,"Shooter","Reef Entertainment",0.07,0,0,0.01,0.08
11689,"Dragon Ball Z: The Legacy of Goku I & II","GBA",26,"Role-Playing","Atari",0.05,0.02,0,0,0.08
11690,"R: Racing Evolution","GC",24,"Racing","Namco Bandai Games",0.06,0.02,0,0,0.08
