"Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
1689,"Captain Toad: Treasure Tracker","WiiU",35,"Puzzle","Nintendo",0.56,0.36,0.19,0.09,1.19
1690,"WWE SmackDown vs Raw 2008","PSP",28,"Fighting","THQ",0.45,0.47,0,0.28,1.19
1691,"The Simpsons: Road Rage","GBA",24,"Racing","THQ",0.86,0.32,0,0.02,1.19
1692,"Pro Evolution Soccer 2008","Wii",29,"Sports","Konami Digital Entertainment",0.09,0.84,0.11,0.15,1.19
1693,"SpongeBob SquarePants: Revenge of the Flying Dutchman","GBA",23,"Platform","THQ",0.92,0.23,0,0.04,1.19
1694,"Mario & Sonic at the London 2012 Olympic Games","3DS",33,"Sports","Sega",0.18,0.64,0.27,0.1,1.19
1695,"Scarface: The World is Yours","PS2",27,"Action","Vivendi Games",0.99,0.04,0,0.16,1.19
1696,"Kobe Bryant in NBA Courtside","N64",19,"Sports","Nintendo",1.02,0.13,0.04,0.01,1.19
1697,"Disney's Chip 'n Dale: Rescue Rangers","NES",11,"Platform","Capcom",0.68,0.14,0.35,0.02,1.19
1698,"The Dukes of Hazzard: Racing for Home","PS",20,"Racing","Ubisoft",0.99,0.16,0,0.04,1.19
1699,"Hitman 2: Silent Assassin","XB",40,"Action","Eidos Interactive",0.76,0.38,0,0.05,1.19
1700,"FIFA 14","XOne",34,"Sports","Electronic Arts",0.41,0.66,0,0.12,1.19
1701,"Spider-Man: The Movie","GC",23,"Action","Activision",0.86,0.27,0.01,0.04,1.19
1702,"Final Fantasy I & II: Dawn of Souls","GBA",25,"Role-Playing","Nintendo",0.64,0.24,0.29,0.02,1.19
1703,"NBA 2K17","PS4",37,"Sports","Take-Two Interactive",0.83,0.14,0,0.22,1.19
1704,"Pokemon Super Mystery Dungeon","3DS",36,"Role-Playing","Nintendo",0.46,0.31,0.33,0.08,1.19
1705,"Just Dance 4","X360",33,"Misc","Ubisoft",0.9,0.2,0,0.08,1.19
1706,"Metal Gear Solid VR Missions","PS",20,"Adventure","Konami Digital Entertainment",0.66,0.45,0,0.08,1.18
1707,"Pole Position","2600",3,"Racing","Atari",1.1,0.07,0,0.01,1.18
1708,"Resident Evil: Operation Raccoon City","PS3",33,"Action","Capcom",0.48,0.25,0.36,0.1,1.18
1709,"LEGO Indiana Jones: The Original Adventures","PSP",29,"Action","LucasArts",0.4,0.49,0,0.29,1.18
1710,"Pro Yakyuu Family Stadium '88","NES",9,"Sports","Namco Bandai Games",0.1,0,1.08,0,1.18
1711,"Shenmue","DC",20,"Adventure","Sega",0.52,0.24,0.38,0.04,1.18
1712,"Mario Tennis","GB",21,"Sports","Nintendo",0.5,0.18,0.44,0.06,1.18
1713,"Tony Hawk's Pro Skater 2","GBA",22,"Sports","Activision",0.85,0.31,0,0.02,1.18
1714,"WWE '12","PS3",32,"Fighting","THQ",0.53,0.46,0.02,0.17,1.18
1715,"WWE SmackDown vs. Raw 2010","PS3",30,"Fighting","THQ",0.48,0.49,0.01,0.2,1.18
1716,"Plants vs. Zombies","DS",32,"Strategy","Mastertronic",0.95,0.15,0,0.08,1.18
1717,"Sonic the Hedgehog","PS3",27,"Platform","Sega",0.41,0.07,0.04,0.66,1.18
1718,"Super Ghouls 'n Ghosts","SNES",12,"Platform","Capcom",0.5,0.14,0.52,0.02,1.18
1719,"Spore","PC",29,"Strategy","Electronic Arts",0.03,1.06,0,0.09,1.17
1720,"Soviet Strike","PS",17,"Simulation","Electronic Arts",0.65,0.44,0,0.08,1.17
1721,"Your Shape: Fitness Evolved 2012","X360",32,"Sports","Ubisoft",0.7,0.37,0,0.1,1.17
1722,"Army of Two","PS3",29,"Shooter","Electronic Arts",0.74,0.26,0.02,0.15,1.17
1723,"Gun","PS2",26,"Shooter","Activision",0.98,0.04,0,0.16,1.17
1724,"Ty the Tasmanian Tiger","PS2",23,"Platform","Electronic Arts",0.57,0.45,0,0.15,1.17
1725,"Wario Land: Shake It!","Wii",29,"Platform","Nintendo",0.6,0.31,0.15,0.11,1.17
1726,"Sonic Rush Adventure","DS",28,"Platform","Sega",0.54,0.49,0.01,0.12,1.17
1727,"Medal of Honor: Warfighter","X360",33,"Action","Electronic Arts",0.58,0.47,0.01,0.1,1.17
1728,"Mega Man 3","NES",11,"Platform","Capcom",0.68,0.1,0.39,0,1.17
1729,"Ratchet & Clank (2016)","PS4",37,"Platform","Sony Computer Entertainment",0.32,0.64,0.04,0.18,1.17
1730,"Mission: Impossible","N64",18,"Action","Ocean",0.74,0.38,0.02,0.03,1.17
1731,"Romancing SaGa 2","SNES",14,"Role-Playing","SquareSoft",0,0,1.17,0,1.17
1732,"Cabela's Dangerous Hunts","PS2",24,"Sports","Zoo Digital Publishing",0.57,0.45,0,0.15,1.17
1733,"Cool Boarders 4","PS",19,"Sports","989 Studios",0.65,0.44,0,0.08,1.17
1734,"Rage Racer","PS",17,"Racing","Sony Computer Entertainment",0.16,0.11,0.83,0.08,1.17
1735,"Medal of Honor: Rising Sun","XB",24,"Shooter","Electronic Arts",0.76,0.36,0,0.05,1.17
1736,"Football Manager 2013","PC",33,"Sports","Sega",0,0.95,0,0.22,1.17
1737,"Destruction Derby 2","PS",17,"Racing","Psygnosis",0.65,0.44,0,0.08,1.17
1738,"Mirror's Edge","X360",29,"Platform","Electronic Arts",0.51,0.51,0.01,0.13,1.17
1739,"Destiny: The Taken King","XOne",36,"Shooter","Activision",0.82,0.23,0,0.11,1.17
1740,"Mario vs. Donkey Kong","GBA",25,"Puzzle","Nintendo",0.68,0.25,0.21,0.02,1.17
1741,"007: Quantum of Solace","PS3",29,"Action","Activision",0.43,0.52,0.02,0.2,1.16
1742,"EA Sports Active: More Workouts","Wii",30,"Sports","Electronic Arts",0.78,0.28,0,0.1,1.16
1743,"Fallout: New Vegas","PC",31,"Role-Playing","Bethesda Softworks",0.58,0.45,0,0.14,1.16
1744,"Need for Speed: Most Wanted","PSV",33,"Racing","Electronic Arts",0.38,0.52,0.01,0.25,1.16
1745,"Final Fantasy Tactics: The War of the Lions","PSP",28,"Role-Playing","Square Enix",0.45,0.25,0.3,0.16,1.16
1746,"Midnight Club 3: DUB Edition Remix","PS2",27,"Racing","Take-Two Interactive",0.97,0.04,0,0.16,1.16
1747,"Tom Clancy's Ghost Recon: Jungle Storm","PS2",25,"Shooter","Ubisoft",0.57,0.44,0,0.15,1.16
1748,"SingStar","PS3",28,"Misc","Sony Computer Entertainment",0.45,0.58,0,0.13,1.16
1749,"Bushido Blade","PS",18,"Fighting","Sony Computer Entertainment",0.39,0.27,0.43,0.08,1.16
1750,"LEGO Star Wars III: The Clone Wars","DS",32,"Action","LucasArts",0.66,0.39,0,0.11,1.16
1751,"NASCAR Thunder 2002","PS2",22,"Racing","Electronic Arts",0.57,0.44,0,0.15,1.16
1752,"Jet Force Gemini","N64",20,"Shooter","Nintendo",0.78,0.28,0.07,0.02,1.16
1753,"Mega Man X","SNES",14,"Platform","Capcom",0.57,0.08,0.5,0.01,1.16
1754,"Yu-Gi-Oh! The Sacred Cards (American and Others sales)","GBA",23,"Role-Playing","Konami Digital Entertainment",0.84,0.27,0,0.05,1.16
1755,"Sega Rally Championship","SAT",16,"Racing","Sega",0.21,0.16,0.77,0.02,1.16
1756,"Test Drive: Off Road","PS",18,"Racing","Eidos Interactive",0.65,0.44,0,0.08,1.16
1757,"Medal of Honor Heroes 2","PSP",28,"Shooter","Electronic Arts",0.5,0.39,0.02,0.25,1.16
1758,"Sniper: Ghost Warrior","X360",31,"Shooter","City Interactive",0.54,0.51,0,0.12,1.16
1759,"Rocksmith","PS3",32,"Misc","Ubisoft",0.52,0.38,0.09,0.17,1.16
1760,"LEGO Star Wars: The Video Game","XB",26,"Action","Eidos Interactive",0.83,0.28,0,0.05,1.16
1761,"FIFA Soccer 10","PSP",30,"Sports","Electronic Arts",0.15,0.68,0.01,0.32,1.16
1762,"Plants vs. Zombies: Garden Warfare","X360",35,"Shooter","Electronic Arts",0.51,0.54,0,0.1,1.16
1763,"Worldwide Soccer Manager 2009","PC",29,"Simulation","Sega",0,1.14,0,0.01,1.15
1764,"Omerta: City of Gangsters","PS3",32,"Simulation","Konami Digital Entertainment",0.52,0.46,0,0.17,1.15
1765,"Gauntlet: Dark Legacy","PS2",22,"Action","Midway Games",0.56,0.44,0,0.15,1.15
1766,"Ninja Gaiden Sigma","PS3",28,"Action","Eidos Interactive",0.57,0.33,0.09,0.16,1.15
1767,"Bad Boys: Miami Takedown","PS2",25,"Shooter","Empire Interactive",0.56,0.44,0,0.15,1.15
1768,"Kaboom!","2600",1,"Misc","Activision",1.07,0.07,0,0.01,1.15
1769,"Red Dead Redemption: Undead Nightmare","PS3",31,"Action","Take-Two Interactive",0.44,0.46,0.06,0.18,1.15
1770,"Sonic and the Black Knight","Wii",30,"Platform","Sega",0.69,0.35,0.01,0.11,1.15
1771,"Call of Duty 4: Modern Warfare","PC",28,"Shooter","Activision",0,1.12,0,0.03,1.15
1772,"Qix","GB",11,"Puzzle","Nintendo",0.51,0.2,0.41,0.03,1.15
1773,"Derby Stallion III","SNES",16,"Sports","ASCII Entertainment",0,0,1.15,0,1.15
1774,"Doraemon","NES",7,"Action","Hudson Soft",0,0,1.15,0,1.15
1775,"High School Musical 2: Work This Out!","DS",29,"Misc","Disney Interactive Studios",0.5,0.52,0,0.13,1.15
1776,"Ratchet & Clank: All 4 One","PS3",32,"Platform","Sony Computer Entertainment",0.75,0.22,0.05,0.12,1.15
1777,"Donkey Konga","GC",24,"Misc","Nintendo",0.5,0.16,0.46,0.03,1.15
1778,"Fight Night Champion","PS3",32,"Fighting","Electronic Arts",0.45,0.51,0,0.19,1.15
1779,"Dragon Quest I & II","SNES",14,"Role-Playing","Enix Corporation",0,0,1.15,0,1.15
1780,"Tak and the Power of Juju","PS2",24,"Platform","THQ",0.56,0.44,0,0.15,1.15
1781,"Asteroids","PS",19,"Shooter","Success",0.64,0.43,0,0.07,1.15
1782,"Puyo Puyo Sun Ketteiban","PS",18,"Puzzle","Compile",0,0,1.07,0.07,1.15
1783,"Pokemon Rumble Blast","3DS",32,"Action","Nintendo",0.47,0.26,0.35,0.07,1.14
1784,"Action Bass","PS",21,"Action","Take-Two Interactive",0.64,0.43,0,0.07,1.14
1785,"Tenchu: Wrath of Heaven","PS2",24,"Action","Activision",0.44,0.34,0.25,0.11,1.14
1786,"Shadow of the Colossus","PS2",26,"Action","Sony Computer Entertainment",0.78,0.03,0.2,0.13,1.14
1787,"Brave Fencer Musashi","PS",19,"Role-Playing","SquareSoft",0.25,0.17,0.65,0.07,1.14
1788,"Hot Shots Golf: Out of Bounds","PS3",28,"Sports","Sony Computer Entertainment",0.31,0.03,0.76,0.04,1.14
1789,"Dance Dance Revolution Extreme 2","PS2",26,"Simulation","Konami Digital Entertainment",0.95,0.04,0,0.16,1.14
1790,"Mirror's Edge","PS3",29,"Platform","Electronic Arts",0.31,0.59,0.02,0.22,1.14
1791,"Rabbids Go Home","Wii",30,"Platform","Ubisoft",0.26,0.75,0,0.14,1.14
1792,"South Park","N64",19,"Shooter","Acclaim Entertainment",0.9,0.23,0,0.02,1.14
1793,"Commando","NES",7,"Action","Capcom",0.71,0.16,0.25,0.03,1.14
1794,"Pilotwings","SNES",11,"Simulation","Nintendo",0.46,0.17,0.48,0.02,1.14
1795,"Resident Evil - Code: Veronica","DC",21,"Action","Eidos Interactive",0.41,0.23,0.47,0.03,1.14
1796,"Super R.C. Pro-Am","GB",12,"Racing","Nintendo",0.58,0.37,0.15,0.04,1.14
1797,"The Lord of the Rings: The Return of the King","XB",24,"Action","Electronic Arts",0.71,0.38,0,0.05,1.14
1798,"LEGO Star Wars: The Video Game","GBA",26,"Action","Eidos Interactive",0.82,0.3,0,0.02,1.14
1799,"Royal Palace of White Sword and The City of Gentiles","PS2",26,"Role-Playing","Take-Two Interactive",0,0.51,0,0.62,1.14
1800,"Guitar Hero 5","X360",30,"Misc","Activision",0.65,0.37,0,0.11,1.14
1801,"Mobile Suit Gundam: Federation vs. Zeon","PS2",22,"Simulation","Atari",0.12,0.1,0.88,0.03,1.14
1802,"Need for Speed Underground 2","GC",25,"Racing","Electronic Arts",0.7,0.39,0.01,0.03,1.14
1803,"MechAssault","XB",23,"Simulation","Microsoft Game Studios",1.01,0.1,0,0.03,1.13
1804,"ModNation Racers","PS3",31,"Racing","Sony Computer Entertainment",0.5,0.41,0.06,0.16,1.13
1805,"LEGO Star Wars III: The Clone Wars","3DS",32,"Action","LucasArts",0.61,0.43,0,0.09,1.13
1806,"Derby Stallion 99","PS",20,"Sports","ASCII Entertainment",0,0,1.06,0.07,1.13
1807,"Cars","GBA",27,"Racing","THQ",0.81,0.3,0,0.02,1.13
1808,"Fantasy Life","3DS",33,"Role-Playing","Nintendo",0.33,0.37,0.37,0.06,1.13
1809,"Tom Clancy's Rainbow Six 3: Black Arrow","XB",25,"Shooter","Ubisoft",0.99,0.12,0,0.02,1.13
1810,"WWE 2K15","PS4",35,"Sports","Take-Two Interactive",0.38,0.56,0,0.19,1.13
1811,"Donkey Kong","NES",4,"Platform","Nintendo",0.23,0.05,0.84,0.01,1.13
1812,"Jampack Winter '98","PS",19,"Misc","Sony Computer Entertainment",0.63,0.43,0,0.07,1.13
1813,"WWE 2K14","X360",34,"Sports","Take-Two Interactive",0.64,0.39,0,0.1,1.13
1814,"Alien: Isolation","PS4",35,"Shooter","Sega",0.34,0.56,0.04,0.19,1.13
1815,"Yakuza 3","PS3",30,"Action","Sega",0.21,0.21,0.62,0.08,1.13
1816,"Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales)","GBA",26,"Role-Playing","Nintendo",0.81,0.3,0,0.02,1.13
1817,"The Beatles: Rock Band","PS3",30,"Misc","MTV Games",0.67,0.3,0,0.15,1.13
1818,"Dragon Age II","X360",32,"Action","Electronic Arts",0.72,0.3,0.01,0.09,1.12
1819,"Moon Patrol","2600",3,"Shooter","Atari",1.05,0.06,0,0.01,1.12
1820,"Supercar Street Challenge","PS2",22,"Racing","Activision",0.55,0.43,0,0.14,1.12
1821,"Pilotwings 64","N64",17,"Simulation","Nintendo",0.56,0.24,0.3,0.02,1.12
1822,"Crackdown 2","X360",31,"Shooter","Microsoft Game Studios",0.63,0.37,0.02,0.1,1.12
1823,"Final Fantasy XIV: A Realm Reborn","PS3",34,"Role-Playing","Square Enix",0.36,0.33,0.28,0.15,1.12
1824,"Castlevania: Lords of Shadow","PS3",31,"Action","Konami Digital Entertainment",0.5,0.37,0.1,0.16,1.12
1825,"Rocksmith","X360",32,"Misc","Ubisoft",0.84,0.2,0.01,0.08,1.12
1826,"Disney Infinity 2.0: Marvel Super Heroes","X360",35,"Action","Disney Interactive Studios",0.62,0.4,0,0.1,1.12
1827,"SOCOM: U.S. Navy SEALs Fireteam Bravo","PSP",26,"Shooter","Sony Computer Entertainment",1.03,0,0.01,0.08,1.12
1828,"Call Of Duty 2: Big Red One","XB",26,"Shooter","Activision",0.66,0.4,0,0.05,1.12
1829,"Yoshi's Cookie","NES",13,"Puzzle","Nintendo",0.41,0.06,0.63,0.02,1.12
1830,"Guitar Hero 5","PS2",30,"Misc","Activision",0.28,0.3,0,0.54,1.12
1831,"Worldwide Soccer Manager 2008","PC",28,"Sports","Russel",0,1.12,0,0,1.12
1832,"Spider-Man 2","XB",25,"Action","Activision",0.82,0.26,0,0.04,1.12
1833,"Counter-Strike","XB",24,"Shooter","Microsoft Game Studios",0.85,0.23,0,0.04,1.11
1834,"Mad Max (2015)","PS4",36,"Action","Warner Bros. Interactive Entertainment",0.32,0.58,0.04,0.17,1.11
1835,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)","PS2",28,"Action","Activision",0.63,0.37,0,0.11,1.11
1836,"GRID","PS3",29,"Racing","Codemasters",0.31,0.57,0.03,0.2,1.11
1837,"Guitar Hero Encore: Rocks The 80s","PS2",28,"Misc","RedOctane",0.92,0.04,0,0.15,1.11
1838,"Sunset Overdrive","XOne",35,"Shooter","Microsoft Game Studios",0.62,0.4,0,0.08,1.11
1839,"Rock Band","PS2",40,"Misc","Electronic Arts",0.71,0.06,0,0.35,1.11
1840,"Tom Clancy's Splinter Cell: Chaos Theory","XB",26,"Action","Ubisoft",0.68,0.38,0,0.05,1.11
1841,"Donkey Kong Jr.","NES",4,"Platform","Nintendo",0.33,0.07,0.7,0.01,1.11
1842,"Arc the Lad","PS",16,"Role-Playing","Sony Computer Entertainment",0,0,1.1,0.01,1.11
1843,"NBA Jam Tournament Edition","GEN",15,"Sports","Acclaim Entertainment",0.95,0.14,0,0.03,1.11
1844,"Need for Speed: ProStreet","Wii",28,"Racing","Electronic Arts",0.54,0.46,0,0.12,1.11
1845,"Pikmin 3","WiiU",34,"Strategy","Nintendo",0.45,0.31,0.29,0.06,1.11
1846,"Legend of Mana","PS",20,"Role-Playing","SquareSoft",0.18,0.13,0.73,0.07,1.11
1847,"Lumines: Puzzle Fusion","PSP",25,"Puzzle","Ubisoft",0.52,0.35,0,0.23,1.11
1848,"Toy Story 3: The Video Game","PS3",31,"Action","Disney Interactive Studios",0.51,0.42,0,0.17,1.11
1849,"Guitar Hero 5","PS3",30,"Misc","Activision",0.53,0.4,0,0.17,1.1
1850,"Megamania","2600",2,"Shooter","Activision",1.03,0.06,0,0.01,1.1
1851,"Medal of Honor: Airborne","X360",28,"Shooter","Electronic Arts",0.45,0.53,0.01,0.12,1.1
1852,"The Legend of Zelda: Tri Force Heroes","3DS",36,"Action","Nintendo",0.52,0.33,0.17,0.08,1.1
1853,"Jungle Hunt","2600",3,"Platform","Atari",1.03,0.06,0,0.01,1.1
1854,"Triple Play 98","PS",18,"Sports","Electronic Arts",0.61,0.42,0,0.07,1.1
1855,"LEGO The Lord of the Rings","PS3",33,"Action","Warner Bros. Interactive Entertainment",0.36,0.53,0,0.21,1.1
1856,"Petz Dogz 2","DS",28,"Simulation","Ubisoft",0.47,0.52,0,0.12,1.1
1857,"WWE SmackDown vs. Raw 2011","PS3",31,"Fighting","THQ",0.44,0.46,0.01,0.18,1.1
1858,"Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories","GB",20,"Strategy","Konami Digital Entertainment",0,0,1.1,0,1.1
1859,"Lode Runner","NES",5,"Puzzle","Hudson Soft",0,0,1.1,0,1.1
1860,"The Final Fantasy Legend","GB",10,"Role-Playing","SquareSoft",0,0,1.1,0,1.1
1861,"Famicom Jump: Eiyuu Retsuden","NES",10,"Role-Playing","Namco Bandai Games",0,0,1.1,0,1.1
1862,"F-Zero X","N64",19,"Racing","Nintendo",0.45,0.33,0.29,0.03,1.1
1863,"Popeye","NES",4,"Platform","Nintendo",0.51,0.12,0.45,0.02,1.1
1864,"NERF N-Strike","Wii",29,"Shooter","Electronic Arts",0.92,0.09,0,0.09,1.1
1865,"NBA Live 2001","PS2",22,"Sports","Electronic Arts",0.52,0.4,0.04,0.13,1.1
1866,"SingStar Legends","PS2",27,"Misc","Sony Computer Entertainment",0.12,0.75,0,0.23,1.1
1867,"SingStar Rocks!","PS2",27,"Misc","Sony Computer Entertainment",0,0.84,0,0.25,1.1
1868,"Tales of Symphonia","GC",24,"Role-Playing","Nintendo",0.54,0.21,0.31,0.04,1.1
1869,"Untold Legends: Brotherhood of the Blade","PSP",26,"Role-Playing","Activision",0.54,0.33,0.01,0.22,1.1
1870,"Star Ocean: The Second Story","PS",19,"Role-Playing","Sony Computer Entertainment",0.26,0.1,0.72,0.02,1.1
1871,"Lightning Returns: Final Fantasy XIII","PS3",34,"Role-Playing","Square Enix",0.31,0.22,0.45,0.12,1.1
1872,"Star Wars: The Force Unleashed","PSP",29,"Action","LucasArts",0.43,0.41,0,0.25,1.09
1873,"Imagine: Babysitters","DS",29,"Simulation","Ubisoft",0.63,0.36,0,0.1,1.09
1874,"The Simpsons Game","PSP",28,"Action","Electronic Arts",0.24,0.55,0,0.31,1.09
1875,"Yakuza 2","PS2",27,"Adventure","Sega",0.05,0.04,0.84,0.16,1.09
1876,"Skate 2","X360",30,"Sports","Electronic Arts",0.82,0.17,0.01,0.09,1.09
1877,"Dragon Ball Z: The Legacy of Goku II","GBA",24,"Role-Playing","Atari",0.78,0.29,0,0.02,1.09
1878,"Virtua Fighter 5","PS3",28,"Fighting","Sega",0.29,0.52,0.08,0.2,1.09
1879,"NFL 2K1","DC",21,"Sports","Sega",1.02,0.05,0,0.02,1.09
1880,"BeatMania","PS",19,"Simulation","Konami Digital Entertainment",0,0,1.07,0.02,1.09
1881,"Namco Museum Battle Collection","PSP",26,"Misc","Sony Computer Entertainment",0.75,0.18,0,0.16,1.09
1882,"LEGO Star Wars II: The Original Trilogy","DS",27,"Action","LucasArts",0.96,0.04,0,0.08,1.09
1883,"Madden NFL 2004","XB",24,"Sports","Electronic Arts",1.02,0.02,0,0.05,1.09
1884,"Empire: Total War","PC",30,"Strategy","Sega",0.01,0.97,0,0.11,1.09
1885,"The Godfather","PS2",27,"Action","Electronic Arts",0.89,0.03,0.01,0.15,1.09
1886,"Tiger Woods PGA Tour 10","Wii",30,"Sports","Electronic Arts",0.61,0.37,0,0.11,1.09
1887,"Star Wars: Bounty Hunter","PS2",23,"Shooter","LucasArts",0.53,0.42,0,0.14,1.09
1888,"Densha De Go!","PS",18,"Simulation","Taito",0,0,1.02,0.07,1.09
1889,"Dante's Inferno","PS3",31,"Action","Electronic Arts",0.64,0.28,0.04,0.13,1.09
1890,"Sonic & Sega All-Stars Racing","DS",31,"Racing","Sega",0.44,0.54,0,0.11,1.09
1891,"Skylanders Giants","PS3",33,"Action","Activision",0.35,0.52,0,0.22,1.09
1892,"Endless Ocean","Wii",28,"Adventure","Nintendo",0.44,0.47,0.09,0.09,1.09
1893,"NFL Blitz 2000","PS",19,"Sports","Midway Games",0.6,0.41,0,0.07,1.09
1894,"Sonic Free Riders","X360",31,"Racing","Sega",0.74,0.26,0,0.09,1.09
1895,"NASCAR Thunder 2004","PS2",24,"Racing","Electronic Arts",0.53,0.41,0,0.14,1.08
1896,"Prince of Persia","PS3",29,"Action","Ubisoft",0.47,0.41,0.03,0.18,1.08
1897,"SpongeBob SquarePants: Revenge of the Flying Dutchman","PS2",23,"Platform","THQ",0.53,0.41,0,0.14,1.08
1898,"Grand Theft Auto V","PC",36,"Action","Take-Two Interactive",0.36,0.64,0,0.08,1.08
1899,"The Biggest Loser","Wii",30,"Sports","THQ",0.87,0.12,0,0.09,1.08
1900,"Fisherman's Bass Club","PS2",23,"Sports","Agetec",0.53,0.41,0,0.14,1.08
1901,"MySims Agents","DS",30,"Adventure","Electronic Arts",0.55,0.43,0,0.11,1.08
1902,"Resident Evil: The Darkside Chronicles","Wii",30,"Action","Capcom",0.48,0.32,0.2,0.09,1.08
1903,"NCAA Football 13","X360",33,"Action","Electronic Arts",1.02,0,0,0.06,1.08
1904,"Grand Theft Auto: Chinatown Wars","PSP",30,"Action","Take-Two Interactive",0.28,0.5,0.03,0.28,1.08
1905,"FIFA Soccer 11","Wii",31,"Sports","Electronic Arts",0.26,0.69,0,0.12,1.08
1906,"The Orange Box","PS3",28,"Shooter","Electronic Arts",0.28,0.59,0,0.22,1.08
1907,"Joust","2600",3,"Platform","Atari",1.01,0.06,0,0.01,1.08
1908,"Tomb Raider: Underworld","X360",29,"Action","Eidos Interactive",0.53,0.43,0.01,0.11,1.08
1909,"Tom Clancy's Ghost Recon 2","PS2",25,"Shooter","Ubisoft",0.64,0.34,0,0.1,1.08
1910,"DiRT 3","PS3",32,"Racing","Codemasters",0.27,0.59,0.01,0.21,1.08
1911,"LEGO City Undercover","WiiU",34,"Platform","Nintendo",0.47,0.4,0.13,0.08,1.08
1912,"Spore Creatures","DS",29,"Simulation","Electronic Arts",0.67,0.3,0,0.11,1.08
1913,"Ready 2 Rumble Boxing","PS",19,"Sports","Midway Games",0.6,0.41,0,0.07,1.08
1914,"Dragon Ball Z: Taiketsu","GBA",24,"Fighting","Atari",0.77,0.29,0,0.02,1.08
1915,"Disney's Lilo & Stitch","GBA",23,"Platform","Ubisoft",0.77,0.29,0,0.02,1.08
1916,"Star Fox: Assault","GC",26,"Shooter","Nintendo",0.68,0.18,0.19,0.03,1.08
1917,"Naruto: Ultimate Ninja Storm","PS3",29,"Fighting","Namco Bandai Games",0.49,0.35,0.09,0.16,1.08
1918,"Marvel vs. Capcom 3: Fate of Two Worlds","X360",32,"Fighting","Capcom",0.79,0.18,0.03,0.07,1.08
1919,"NCAA Football 14","X360",34,"Sports","Electronic Arts",1.01,0,0,0.06,1.07
1920,"Doko Demo Issyo","PS",20,"Misc","Sony Computer Entertainment",0,0,1,0.07,1.07
1921,"Call of Duty 3","PS2",27,"Shooter","Activision",0.89,0.03,0,0.15,1.07
1922,"Imagine: Fashion Designer New York","DS",29,"Simulation","Ubisoft",0.65,0.32,0,0.1,1.07
1923,"Red Dead Redemption: Undead Nightmare","X360",31,"Action","Take-Two Interactive",0.57,0.39,0.02,0.09,1.07
1924,"Bully: Scholarship Edition","X360",29,"Action","Take-Two Interactive",0.53,0.4,0.03,0.11,1.07
1925,"Virtua Fighter","SAT",15,"Fighting","Sega",0.17,0.12,0.77,0.02,1.07
1926,"Championship Manager 99/00","PC",20,"Sports","Eidos Interactive",0,0.98,0,0.09,1.07
1927,"WWE SmackDown vs. Raw 2010","PS2",30,"Fighting","THQ",0.53,0.01,0,0.54,1.07
1928,"Pro Evolution Soccer 2008","X360",28,"Sports","Konami Digital Entertainment",0.08,0.9,0.04,0.05,1.07
1929,"Super Princess Peach","DS",26,"Platform","Nintendo",0.72,0.06,0.21,0.07,1.07
1930,"NHL 99","PS",18,"Sports","Electronic Arts",0.59,0.4,0,0.07,1.07
1931,"SoulCalibur III","PS2",26,"Fighting","Namco Bandai Games",0.74,0.15,0.13,0.05,1.07
1932,"Skylanders SWAP Force","PS3",34,"Platform","Activision",0.43,0.44,0,0.2,1.07
1933,"F1 2012","PS3",33,"Racing","Codemasters",0.12,0.64,0.05,0.25,1.07
1934,"World Tour Soccer","PSP",26,"Sports","Sony Computer Entertainment",0.1,0.63,0,0.34,1.07
1935,"Disney Universe","Wii",32,"Action","Disney Interactive Studios",0.67,0.3,0,0.1,1.07
1936,"Ridge Racer Revolution","PS",16,"Racing","Sony Computer Entertainment",0.17,0.12,0.71,0.07,1.07
1937,"LEGO Pirates of the Caribbean: The Video Game","X360",32,"Action","Disney Interactive Studios",0.54,0.42,0,0.1,1.07
1938,"Hot Wheels Turbo Racing","PS",20,"Racing","Electronic Arts",0.59,0.4,0,0.07,1.07
1939,"NCAA Football 99","PS",19,"Sports","Electronic Arts",0.59,0.4,0,0.07,1.06
1940,"Mortal Kombat: Armageddon","PS2",27,"Fighting","Midway Games",0.88,0.04,0,0.14,1.06
